ma_khach_hang,ho_ten,gioi_tinh,tuoi,ngay_dang_ky,danh_muc_yeu_thich,ma_dia_ly,ma_kenh
CUS0046084,Phan An,Female,22,2023-06-06,Sunscreen,10,7
CUS0046085,Phan Nhung,Female,30,2025-05-11,Sunscreen,16,8
CUS0046086,Hồ Linh,Female,23,2025-01-14,Serum,19,2
CUS0046087,Ngô Thảo,Female,24,2024-04-29,Cleanser,16,3
CUS0046088,Phan Vy,Female,17,2022-05-27,Serum,10,2
CUS0046089,Vũ Nhung,Female,31,2025-07-08,Serum,15,5
CUS0046090,Dương Hùng,Male,28,2023-10-23,Toner,16,7
CUS0046091,Dương Trang,Female,18,2025-09-25,Moisturizer,7,8
CUS0046092,Ngô Thu,Female,21,2025-12-16,Moisturizer,10,2
CUS0046093,Ngô Lan,Female,22,2024-06-07,Sunscreen,14,8
CUS0046094,Phan Việt,Male,24,2023-05-11,Toner,16,8
CUS0046095,Vũ Nhung,Female,27,2022-06-10,Serum,7,8
CUS0046096,Hoàng Cường,Male,17,2025-09-14,Moisturizer,20,8
CUS0046097,Trần Cường,Male,26,2022-09-01,Toner,8,2
CUS0046098,Hoàng Bảo,Female,21,2025-10-22,Sunscreen,10,5
CUS0046099,Đỗ Diệu,Female,21,2022-08-16,Sunscreen,16,2
CUS0046100,Nguyễn An,Female,28,2025-07-14,Moisturizer,10,3
CUS0046101,Trần Hoa,Female,32,2023-06-01,Toner,21,2
CUS0046102,Đặng Bảo,Female,30,2024-02-07,Sunscreen,16,7
CUS0046103,Phạm Linh,Female,33,2023-07-09,Sunscreen,8,8
CUS0046104,Phan Phương,Female,22,2023-07-26,Sunscreen,20,1
CUS0046105,Đặng Chi,Female,27,2022-06-13,Serum,17,8
CUS0046106,Trần Chi,Female,33,2024-06-03,Sunscreen,7,8
CUS0046107,Đỗ Chi,Female,35,2024-03-25,Sunscreen,7,2
CUS0046108,Đặng Lan,Female,19,2024-02-11,Serum,2,8
CUS0046109,Đặng Diệu,Female,38,2022-10-18,Toner,22,7
CUS0046110,Phan Cường,Male,18,2024-02-21,Moisturizer,15,7
CUS0046111,Hồ Hoa,Female,24,2025-12-21,Sunscreen,17,2
CUS0046112,Lê Hoa,Female,18,2023-09-29,Serum,8,8
CUS0046113,Lê Thu,Female,22,2024-05-18,Cleanser,22,5
CUS0046114,Hoàng Vy,Female,16,2025-07-17,Toner,23,2
CUS0046115,Lê Trang,Female,35,2025-06-05,Serum,20,8
CUS0046116,Phạm Chi,Female,38,2024-01-07,Sunscreen,23,5
CUS0046117,Ngô Nhung,Female,34,2024-07-29,Sunscreen,19,7
CUS0046118,Lê Thảo,Female,44,2023-01-13,Serum,15,6
CUS0046119,Hồ Hoa,Female,28,2025-12-25,Toner,17,2
CUS0046120,Đỗ Hương,Female,25,2024-01-18,Moisturizer,8,2
CUS0046121,Dương Chi,Female,43,2025-11-19,Cleanser,2,3
CUS0046122,Bùi Thảo,Female,25,2025-11-01,Toner,20,7
CUS0046123,Lê Cường,Male,25,2024-01-02,Serum,15,7
CUS0046124,Hồ Đức,Male,22,2024-08-01,Serum,20,7
CUS0046125,Ngô An,Female,31,2025-08-27,Serum,11,6
CUS0046126,Phạm Nga,Female,19,2024-04-27,Serum,23,7
CUS0046127,Hồ Tài,Male,27,2025-09-15,Cleanser,11,1
CUS0046128,Đặng Dũng,Male,34,2024-12-14,Toner,10,3
CUS0046129,Trần An,Female,26,2022-04-15,Serum,23,7
CUS0046130,Hoàng An,Female,25,2024-02-08,Sunscreen,23,5
CUS0046131,Lê Khoa,Male,35,2024-07-31,Cleanser,20,6
CUS0046132,Hoàng Hà,Female,28,2023-07-30,Moisturizer,2,2
CUS0046133,Bùi Trang,Female,17,2025-04-08,Cleanser,7,3
CUS0046134,Dương Ngọc,Female,21,2022-07-30,Serum,7,7
CUS0046135,Nguyễn Hương,Female,27,2023-03-01,Toner,8,1
CUS0046136,Bùi Khoa,Male,27,2023-02-11,Serum,10,2
CUS0046137,Ngô Chi,Female,24,2022-09-20,Moisturizer,7,8
CUS0046138,Vũ Chi,Female,26,2025-02-06,Serum,10,7
CUS0046139,Trần An,Female,29,2025-05-06,Cleanser,14,6
CUS0046140,Phan Bảo,Female,23,2022-05-01,Sunscreen,20,7
CUS0046141,Dương Nga,Female,28,2022-11-18,Cleanser,10,3
CUS0046142,Ngô Bình,Male,22,2024-09-19,Moisturizer,10,2
CUS0046143,Đặng Tuấn,Male,33,2024-01-18,Serum,15,7
CUS0046144,Đặng Hà,Female,16,2022-07-09,Moisturizer,1,3
CUS0046145,Phạm Bảo,Female,17,2022-01-19,Serum,14,8
CUS0046146,Đỗ Mai,Female,26,2025-03-12,Cleanser,3,6
CUS0046147,Hoàng Chi,Female,35,2025-05-01,Cleanser,1,7
CUS0046148,Phan Nhung,Female,31,2023-12-04,Cleanser,11,3
CUS0046149,Lý Tuấn,Male,25,2023-11-09,Cleanser,17,8
CUS0046150,Vũ Nam,Male,32,2024-03-22,Moisturizer,15,2
CUS0046151,Trần Diệu,Female,25,2022-10-09,Moisturizer,23,5
CUS0046152,Hồ Thu,Female,34,2024-12-03,Sunscreen,20,7
CUS0046153,Dương Nam,Male,36,2025-11-11,Serum,15,2
CUS0046154,Ngô Anh,Male,33,2023-05-14,Serum,20,6
CUS0046155,Dương Diệu,Female,36,2023-10-21,Serum,16,3
CUS0046156,Phan Trang,Female,25,2024-01-26,Serum,17,2
CUS0046157,Nguyễn Vy,Female,25,2024-02-10,Toner,15,5
CUS0046158,Dương An,Female,20,2024-11-05,Toner,3,7
CUS0046159,Dương Hùng,Male,41,2022-12-29,Serum,7,1
CUS0046160,Dương Long,Male,22,2025-10-28,Sunscreen,20,5
CUS0046161,Dương Hoa,Female,39,2024-03-08,Cleanser,8,3
CUS0046162,Ngô Đức,Male,21,2025-10-01,Sunscreen,13,3
CUS0046163,Trần Nam,Male,16,2025-02-06,Moisturizer,7,8
CUS0046164,Lê Bảo,Female,16,2023-07-07,Sunscreen,8,6
CUS0046165,Hồ Diệu,Female,16,2024-06-16,Serum,17,8
CUS0046166,Hồ Khoa,Male,25,2024-11-04,Serum,22,8
CUS0046167,Phạm Vy,Female,23,2022-09-10,Serum,15,5
CUS0046168,Vũ Cường,Male,32,2024-08-29,Sunscreen,11,7
CUS0046169,Bùi Nhung,Female,35,2024-08-19,Toner,7,7
CUS0046170,Trần Nhung,Female,33,2022-04-07,Sunscreen,15,1
CUS0046171,Phan Hoa,Female,33,2024-07-13,Cleanser,17,7
CUS0046172,Vũ Hương,Female,27,2023-10-18,Serum,13,8
CUS0046173,Hồ Lan,Female,19,2022-12-29,Serum,8,8
CUS0046174,Đỗ Chi,Female,32,2025-08-18,Toner,2,2
CUS0046175,Phạm Trang,Female,30,2025-02-11,Serum,23,2
CUS0046176,Đỗ Minh,Male,25,2023-04-08,Cleanser,19,8
CUS0046177,Lê Vy,Female,42,2024-04-18,Sunscreen,20,8
CUS0046178,Bùi Ngọc,Female,30,2025-10-08,Moisturizer,8,7
CUS0046179,Trần Lan,Female,49,2024-09-25,Sunscreen,7,2
CUS0046180,Phan Mai,Female,29,2025-12-27,Cleanser,3,7
CUS0046181,Bùi Ngọc,Female,24,2024-10-26,Moisturizer,16,8
CUS0046182,Lê Nga,Female,26,2024-10-19,Sunscreen,8,7
CUS0046183,Hồ Hùng,Male,31,2022-04-19,Sunscreen,3,2
CUS0046184,Phan Hải,Male,27,2023-05-26,Serum,10,7
CUS0046185,Lý Linh,Female,32,2024-10-10,Sunscreen,20,8
CUS0046186,Phạm Hoa,Female,38,2025-02-03,Moisturizer,10,7
CUS0046187,Đặng Diệu,Female,27,2022-10-20,Cleanser,11,2
CUS0046188,Ngô Phúc,Male,31,2023-01-20,Cleanser,20,7
CUS0046189,Vũ An,Female,32,2023-11-18,Serum,17,8
CUS0046190,Trần Linh,Female,24,2022-01-17,Cleanser,23,8
CUS0046191,Bùi Trang,Female,25,2024-11-05,Sunscreen,20,7
CUS0046192,Đặng Chi,Female,27,2023-12-31,Cleanser,2,1
CUS0046193,Đặng Linh,Female,33,2025-10-15,Cleanser,7,4
CUS0046194,Đỗ Phúc,Male,23,2022-08-31,Moisturizer,7,2
CUS0046195,Vũ Tuấn,Male,31,2025-11-17,Moisturizer,10,2
CUS0046196,Phan Vy,Female,29,2024-01-26,Serum,7,1
CUS0046197,Đỗ Thu,Female,36,2024-04-04,Serum,23,7
CUS0046198,Hoàng Tuấn,Male,38,2022-01-11,Cleanser,19,2
CUS0046199,Bùi Hà,Female,16,2023-03-23,Toner,16,8
CUS0046200,Đỗ Cường,Male,35,2022-11-12,Cleanser,23,2
CUS0046201,Dương Trang,Female,38,2025-01-06,Moisturizer,15,7
CUS0046202,Đỗ Hải,Male,32,2023-05-04,Sunscreen,10,7
CUS0046203,Nguyễn Thảo,Female,16,2024-01-01,Sunscreen,17,7
CUS0046204,Hoàng Nga,Female,30,2023-06-13,Sunscreen,10,2
CUS0046205,Phạm Khoa,Male,24,2025-08-16,Cleanser,10,4
CUS0046206,Phan Việt,Male,35,2024-06-01,Serum,8,7
CUS0046207,Lê Mai,Female,16,2024-10-06,Cleanser,15,7
CUS0046208,Đặng Ngọc,Female,30,2023-03-31,Cleanser,10,4
CUS0046209,Ngô Vy,Female,23,2025-08-24,Serum,23,2
CUS0046210,Trần Mai,Female,35,2022-09-28,Serum,23,8
CUS0046211,Dương Dũng,Male,32,2022-08-01,Cleanser,8,7
CUS0046212,Hoàng Linh,Female,30,2023-06-16,Serum,12,8
CUS0046213,Phạm Hoa,Female,28,2023-05-28,Toner,15,4
CUS0046214,Hoàng Nam,Male,32,2024-09-13,Cleanser,22,8
CUS0046215,Nguyễn Nga,Female,22,2024-07-15,Serum,10,3
CUS0046216,Ngô Nga,Female,16,2025-09-14,Serum,6,7
CUS0046217,Phạm Khoa,Male,37,2023-04-26,Sunscreen,23,8
CUS0046218,Lê An,Female,29,2024-04-18,Sunscreen,23,8
CUS0046219,Hoàng Tài,Male,33,2022-02-04,Serum,20,2
CUS0046220,Lý An,Female,23,2023-06-08,Sunscreen,16,8
CUS0046221,Dương Linh,Female,31,2023-04-29,Moisturizer,4,7
CUS0046222,Hoàng Dũng,Male,27,2024-04-10,Serum,17,8
CUS0046223,Đặng Dũng,Male,30,2024-01-29,Sunscreen,16,2
CUS0046224,Hồ Hoa,Female,36,2025-03-08,Cleanser,23,5
CUS0046225,Lê Anh,Male,32,2025-01-17,Toner,23,8
CUS0046226,Đặng Lan,Female,26,2025-02-24,Sunscreen,6,7
CUS0046227,Lê Khoa,Male,16,2024-12-20,Sunscreen,23,6
CUS0046228,Dương Minh,Male,16,2024-04-05,Cleanser,13,2
CUS0046229,Phạm Vy,Female,30,2025-12-20,Cleanser,3,8
CUS0046230,Vũ Nga,Female,32,2022-02-06,Serum,17,7
CUS0046231,Lê Bảo,Female,21,2022-09-07,Serum,10,2
CUS0046232,Đỗ Hà,Female,29,2025-07-13,Serum,3,7
CUS0046233,Ngô Mai,Female,28,2024-11-03,Cleanser,11,3
CUS0046234,Đỗ Nhung,Female,27,2025-01-18,Toner,23,8
CUS0046235,Đỗ Linh,Female,31,2024-12-29,Serum,20,2
CUS0046236,Trần Hoa,Female,33,2025-12-19,Sunscreen,8,8
CUS0046237,Hoàng Mai,Female,31,2024-05-29,Sunscreen,5,5
CUS0046238,Nguyễn Hải,Male,34,2023-01-10,Sunscreen,5,7
CUS0046239,Vũ Mai,Female,28,2023-06-17,Serum,20,7
CUS0046240,Vũ Việt,Male,37,2024-05-20,Moisturizer,13,2
CUS0046241,Vũ Hà,Female,17,2022-10-29,Sunscreen,16,8
CUS0046242,Nguyễn Hương,Female,22,2022-10-29,Sunscreen,2,7
CUS0046243,Hoàng Diệu,Female,32,2025-04-18,Moisturizer,7,8
CUS0046244,Ngô Trang,Female,23,2025-10-03,Toner,3,7
CUS0046245,Lý Hà,Female,27,2024-03-07,Toner,12,3
CUS0046246,Nguyễn Lan,Female,35,2024-03-22,Toner,3,7
CUS0046247,Đỗ Chi,Female,21,2023-08-14,Toner,11,7
CUS0046248,Dương Mai,Female,29,2024-06-26,Sunscreen,19,7
CUS0046249,Lê Lan,Female,48,2024-09-20,Cleanser,10,1
CUS0046250,Đặng Nhung,Female,37,2024-01-07,Serum,20,3
CUS0046251,Hoàng Ngọc,Female,30,2023-02-11,Toner,8,3
CUS0046252,Bùi An,Female,17,2024-10-06,Cleanser,21,4
CUS0046253,Đặng Ngọc,Female,44,2025-11-12,Sunscreen,15,8
CUS0046254,Phạm Nhung,Female,31,2022-04-04,Serum,11,2
CUS0046255,Ngô Chi,Female,38,2025-06-06,Toner,15,2
CUS0046256,Đỗ Long,Male,23,2024-09-29,Serum,5,7
CUS0046257,Lý Tài,Male,19,2025-09-29,Serum,22,2
CUS0046258,Dương Nhung,Female,23,2024-02-17,Cleanser,20,7
CUS0046259,Đặng Hà,Female,24,2023-01-14,Cleanser,7,2
CUS0046260,Đỗ Bảo,Female,30,2024-04-11,Toner,10,7
CUS0046261,Hoàng Nam,Male,28,2023-06-16,Cleanser,15,2
CUS0046262,Phan Hà,Female,29,2023-03-24,Sunscreen,23,1
CUS0046263,Bùi Anh,Male,31,2023-02-11,Toner,18,7
CUS0046264,Ngô Anh,Male,30,2025-07-01,Toner,11,3
CUS0046265,Hoàng Anh,Male,19,2024-08-29,Serum,10,2
CUS0046266,Phạm Thu,Female,38,2024-06-15,Toner,10,2
CUS0046267,Ngô Thảo,Female,16,2023-05-06,Moisturizer,11,7
CUS0046268,Vũ Lan,Female,32,2023-04-28,Serum,10,7
CUS0046269,Dương Trang,Female,40,2024-07-21,Toner,3,8
CUS0046270,Hồ Thu,Female,38,2025-05-19,Cleanser,8,7
CUS0046271,Đỗ Mai,Female,28,2025-06-01,Toner,12,1
CUS0046272,Hoàng An,Female,27,2025-06-28,Serum,20,1
CUS0046273,Hoàng Hoa,Female,31,2025-02-27,Serum,3,1
CUS0046274,Phan Hà,Female,31,2024-01-19,Sunscreen,23,2
CUS0046275,Bùi Hoa,Female,33,2024-08-11,Moisturizer,7,7
CUS0046276,Đặng Quân,Male,27,2022-08-29,Serum,12,8
CUS0046277,Đỗ Nga,Female,26,2023-06-03,Serum,19,5
CUS0046278,Đỗ An,Female,31,2025-09-08,Serum,14,7
CUS0046279,Phạm Chi,Female,32,2025-10-21,Serum,9,2
CUS0046280,Dương Bảo,Female,21,2025-07-10,Toner,7,7
CUS0046281,Nguyễn Mai,Female,31,2024-09-04,Serum,10,7
CUS0046282,Hồ Phúc,Male,24,2024-02-29,Toner,2,1
CUS0046283,Hồ Nhung,Female,28,2025-09-29,Toner,14,2
CUS0046284,Vũ Dũng,Male,25,2023-11-07,Serum,19,1
CUS0046285,Phan Thảo,Female,16,2025-12-28,Cleanser,1,8
CUS0046286,Phan Mai,Female,24,2022-07-06,Toner,20,7
CUS0046287,Trần Diệu,Female,16,2024-02-26,Moisturizer,17,7
CUS0046288,Hồ Nga,Female,39,2024-05-07,Sunscreen,10,1
CUS0046289,Đỗ An,Female,26,2025-08-02,Moisturizer,3,8
CUS0046290,Phạm Hùng,Male,23,2023-09-16,Serum,4,5
CUS0046291,Phan Đức,Male,39,2025-10-13,Moisturizer,20,7
CUS0046292,Ngô Mai,Female,42,2024-01-28,Moisturizer,15,7
CUS0046293,Đặng Hà,Female,29,2024-04-09,Moisturizer,17,7
CUS0046294,Bùi Tài,Male,32,2025-10-26,Cleanser,10,7
CUS0046295,Phạm Thu,Female,16,2023-02-23,Cleanser,17,2
CUS0046296,Đỗ Sơn,Male,21,2025-08-31,Toner,11,4
CUS0046297,Bùi Lan,Female,24,2023-12-13,Serum,10,7
CUS0046298,Dương Hương,Female,27,2023-07-14,Toner,15,2
CUS0046299,Hoàng Chi,Female,22,2025-07-20,Serum,16,5
CUS0046300,Phan Vy,Female,39,2022-05-01,Cleanser,7,6
CUS0046301,Trần Mai,Female,41,2024-07-16,Cleanser,15,2
CUS0046302,Vũ Nga,Female,22,2024-01-28,Serum,8,2
CUS0046303,Nguyễn Lan,Female,36,2025-01-16,Serum,16,6
CUS0046304,Hồ Nam,Male,37,2025-01-11,Sunscreen,10,2
CUS0046305,Lý Nhung,Female,33,2025-10-29,Moisturizer,10,2
CUS0046306,Lý Phương,Female,26,2023-03-14,Serum,23,7
CUS0046307,Phan Ngọc,Female,55,2025-06-16,Serum,8,7
CUS0046308,Phạm Hoa,Female,22,2024-08-24,Sunscreen,8,2
CUS0046309,Vũ Minh,Male,36,2024-03-22,Serum,12,2
CUS0046310,Trần Sơn,Male,28,2024-12-28,Cleanser,22,8
CUS0046311,Lê Diệu,Female,32,2022-05-05,Moisturizer,8,8
CUS0046312,Dương Nam,Male,28,2024-09-09,Toner,7,8
CUS0046313,Bùi Diệu,Female,43,2024-01-09,Serum,23,3
CUS0046314,Ngô Hương,Female,16,2025-02-13,Serum,6,7
CUS0046315,Lê Chi,Female,28,2025-04-30,Serum,10,2
CUS0046316,Dương Anh,Male,24,2024-02-01,Cleanser,16,7
CUS0046317,Nguyễn Hà,Female,23,2025-04-07,Cleanser,20,5
CUS0046318,Trần Minh,Male,43,2024-05-19,Toner,8,4
CUS0046319,Ngô Khoa,Male,19,2025-12-18,Moisturizer,20,4
CUS0046320,Bùi Hoa,Female,23,2022-09-07,Moisturizer,7,8
CUS0046321,Ngô Đức,Male,21,2023-05-10,Cleanser,16,3
CUS0046322,Đặng Cường,Male,31,2025-12-12,Serum,16,1
CUS0046323,Phan Chi,Female,21,2024-04-05,Toner,10,3
CUS0046324,Lê Bảo,Female,23,2025-06-10,Sunscreen,16,7
CUS0046325,Dương Linh,Female,36,2023-11-13,Serum,6,7
CUS0046326,Dương Bảo,Female,48,2022-05-28,Moisturizer,15,6
CUS0046327,Lý Nam,Male,28,2024-04-30,Serum,13,8
CUS0046328,Phan Việt,Male,24,2024-01-02,Moisturizer,7,7
CUS0046329,Phan Lan,Female,34,2025-05-05,Moisturizer,23,2
CUS0046330,Lê Nga,Female,45,2023-02-22,Toner,6,2
CUS0046331,Dương Nhung,Female,44,2023-06-18,Moisturizer,13,8
CUS0046332,Đỗ Lan,Female,19,2025-08-22,Sunscreen,11,2
CUS0046333,Dương Vy,Female,22,2022-04-14,Serum,7,1
CUS0046334,Vũ Lan,Female,23,2025-07-15,Toner,3,3
CUS0046335,Trần Khoa,Male,24,2025-05-07,Toner,10,2
CUS0046336,Phan Ngọc,Female,28,2024-03-15,Serum,18,2
CUS0046337,Đỗ Chi,Female,16,2024-03-29,Cleanser,5,7
CUS0046338,Lý Tuấn,Male,30,2025-06-07,Cleanser,19,7
CUS0046339,Đỗ Long,Male,36,2024-09-24,Moisturizer,23,7
CUS0046340,Lê Bình,Male,16,2025-03-17,Serum,11,7
CUS0046341,Ngô Hương,Female,26,2022-01-19,Sunscreen,8,3
CUS0046342,Dương Linh,Female,16,2024-12-25,Sunscreen,15,7
CUS0046343,Trần Phương,Female,26,2025-06-15,Sunscreen,10,3
CUS0046344,Vũ Mai,Female,33,2023-10-17,Toner,8,7
CUS0046345,Đỗ Sơn,Male,28,2023-10-11,Cleanser,11,8
CUS0046346,Lê Hà,Female,25,2023-01-07,Toner,23,7
CUS0046347,Ngô Hùng,Male,35,2022-08-18,Serum,16,5
CUS0046348,Lý Anh,Male,24,2022-03-14,Serum,15,8
CUS0046349,Lê Khoa,Male,16,2025-08-25,Serum,20,5
CUS0046350,Trần Mai,Female,31,2022-02-15,Serum,7,2
CUS0046351,Đỗ Hương,Female,35,2023-12-05,Sunscreen,7,3
CUS0046352,Phạm Mai,Female,24,2025-01-01,Toner,10,3
CUS0046353,Đặng Tài,Male,32,2024-07-17,Serum,3,6
CUS0046354,Ngô Việt,Male,26,2025-04-04,Toner,8,2
CUS0046355,Phan Diệu,Female,21,2025-11-18,Serum,15,6
CUS0046356,Lý Vy,Female,31,2024-02-22,Toner,19,8
CUS0046357,Dương Nhung,Female,16,2024-10-21,Cleanser,16,3
CUS0046358,Lý Phúc,Male,28,2022-07-01,Cleanser,21,2
CUS0046359,Hồ Diệu,Female,29,2025-04-20,Cleanser,8,7
CUS0046360,Dương Quân,Male,20,2023-07-08,Serum,17,8
CUS0046361,Dương An,Female,18,2025-03-23,Toner,6,7
CUS0046362,Đỗ Bình,Male,25,2023-08-03,Sunscreen,1,3
CUS0046363,Phan Thu,Female,32,2024-03-28,Serum,23,7
CUS0046364,Trần Nga,Female,37,2025-01-02,Moisturizer,20,6
CUS0046365,Nguyễn Mai,Female,25,2024-11-28,Sunscreen,9,2
CUS0046366,Phan Hoa,Female,31,2022-04-07,Serum,20,5
CUS0046367,Bùi Nhung,Female,31,2024-11-04,Sunscreen,7,7
CUS0046368,Đỗ Hương,Female,28,2024-09-03,Serum,11,5
CUS0046369,Lý Anh,Male,23,2025-09-28,Serum,8,2
CUS0046370,Nguyễn Đức,Male,36,2022-08-08,Cleanser,11,2
CUS0046371,Lý Lan,Female,23,2022-10-03,Cleanser,7,7
CUS0046372,Phạm Tài,Male,25,2024-11-20,Serum,16,7
CUS0046373,Phạm Phương,Female,16,2025-12-17,Sunscreen,17,7
CUS0046374,Phạm Mai,Female,25,2025-08-15,Moisturizer,16,2
CUS0046375,Nguyễn Diệu,Female,30,2024-06-25,Cleanser,10,3
CUS0046376,Lý An,Female,16,2024-06-06,Moisturizer,3,2
CUS0046377,Đỗ Chi,Female,22,2025-07-26,Sunscreen,6,8
CUS0046378,Trần Thảo,Female,26,2022-08-07,Serum,16,1
CUS0046379,Hồ Vy,Female,19,2024-01-05,Sunscreen,11,3
CUS0046380,Dương Nga,Female,17,2024-03-01,Moisturizer,3,8
CUS0046381,Phan Diệu,Female,28,2024-09-23,Sunscreen,6,8
CUS0046382,Đặng Ngọc,Female,24,2023-02-17,Toner,18,1
CUS0046383,Vũ Hải,Male,25,2024-12-06,Toner,16,8
CUS0046384,Nguyễn Bảo,Female,21,2023-02-26,Toner,20,7
CUS0046385,Nguyễn Diệu,Female,21,2024-02-28,Serum,3,8
CUS0046386,Trần Linh,Female,16,2024-02-12,Serum,11,8
CUS0046387,Đỗ Tuấn,Male,31,2024-03-07,Moisturizer,8,8
CUS0046388,Vũ Phương,Female,25,2024-03-31,Cleanser,3,1
CUS0046389,Vũ Diệu,Female,33,2024-06-07,Serum,17,2
CUS0046390,Đỗ Hoa,Female,23,2024-06-18,Serum,9,7
CUS0046391,Nguyễn Trang,Female,32,2025-01-19,Cleanser,4,4
CUS0046392,Trần Chi,Female,16,2025-11-05,Sunscreen,3,2
CUS0046393,Lê Hoa,Female,17,2023-05-16,Sunscreen,23,7
CUS0046394,Đỗ Hoa,Female,27,2022-02-10,Serum,15,2
CUS0046395,Dương Ngọc,Female,33,2025-05-31,Toner,23,2
CUS0046396,Ngô Ngọc,Female,38,2025-05-25,Cleanser,15,6
CUS0046397,Phan Bình,Male,17,2024-07-28,Toner,15,4
CUS0046398,Phạm Linh,Female,29,2024-01-25,Cleanser,8,5
CUS0046399,Đỗ Nhung,Female,28,2025-06-30,Toner,8,4
CUS0046400,Vũ An,Female,22,2025-06-16,Serum,3,5
CUS0046401,Dương Quân,Male,40,2025-07-01,Serum,1,5
CUS0046402,Lý Chi,Female,17,2024-10-13,Serum,7,7
CUS0046403,Bùi Hà,Female,42,2022-02-18,Moisturizer,17,7
CUS0046404,Phan Ngọc,Female,29,2023-11-11,Serum,16,8
CUS0046405,Hồ Nam,Male,22,2022-01-15,Sunscreen,6,2
CUS0046406,Phan Chi,Female,18,2023-08-09,Cleanser,14,7
CUS0046407,Trần Phương,Female,16,2024-03-25,Cleanser,7,7
CUS0046408,Nguyễn Hoa,Female,30,2022-01-21,Serum,17,7
CUS0046409,Lý Bảo,Female,42,2023-06-22,Moisturizer,3,1
CUS0046410,Phan Lan,Female,19,2022-03-02,Serum,18,1
CUS0046411,Hoàng Hoa,Female,28,2025-01-15,Cleanser,23,2
CUS0046412,Phan Linh,Female,37,2025-09-11,Toner,15,7
CUS0046413,Đỗ Linh,Female,27,2025-08-18,Toner,10,7
CUS0046414,Đặng Chi,Female,16,2024-05-28,Serum,8,3
CUS0046415,Bùi Dũng,Male,17,2024-08-07,Sunscreen,23,3
CUS0046416,Hoàng Chi,Female,29,2025-07-11,Moisturizer,1,7
CUS0046417,Vũ Nam,Male,27,2025-10-16,Serum,10,7
CUS0046418,Phan Thu,Female,44,2025-11-22,Toner,15,5
CUS0046419,Ngô Bảo,Female,16,2022-11-20,Cleanser,23,3
CUS0046420,Hoàng Tuấn,Male,17,2025-05-20,Cleanser,12,8
CUS0046421,Lý Bình,Male,16,2025-12-13,Moisturizer,15,7
CUS0046422,Lê Cường,Male,36,2025-07-14,Toner,11,7
CUS0046423,Lê Thu,Female,22,2025-07-07,Cleanser,23,2
CUS0046424,Phan Hà,Female,16,2022-01-05,Toner,20,7
CUS0046425,Dương Hải,Male,50,2025-12-02,Moisturizer,3,8
CUS0046426,Hoàng Hương,Female,42,2022-11-06,Sunscreen,22,8
CUS0046427,Đặng An,Female,23,2025-08-14,Sunscreen,3,8
CUS0046428,Hoàng Nam,Male,27,2024-01-19,Sunscreen,14,2
CUS0046429,Bùi Nam,Male,22,2024-06-27,Toner,23,2
CUS0046430,Vũ Khoa,Male,34,2024-03-09,Toner,7,7
CUS0046431,Lý Quân,Male,32,2025-08-05,Serum,18,7
CUS0046432,Đỗ Thu,Female,16,2024-03-05,Sunscreen,23,8
CUS0046433,Dương Khoa,Male,16,2025-12-24,Serum,20,7
CUS0046434,Đỗ Dũng,Male,22,2025-04-14,Toner,15,7
CUS0046435,Phan Hà,Female,36,2024-01-15,Sunscreen,6,7
CUS0046436,Bùi Thảo,Female,35,2023-06-30,Serum,12,1
CUS0046437,Ngô Diệu,Female,18,2023-11-30,Sunscreen,22,8
CUS0046438,Hoàng Thu,Female,42,2025-11-05,Serum,7,2
CUS0046439,Hoàng Bảo,Female,24,2025-04-04,Toner,3,7
CUS0046440,Lý Thảo,Female,24,2023-04-28,Sunscreen,19,2
CUS0046441,Lý Thảo,Female,19,2025-06-02,Cleanser,11,7
CUS0046442,Trần Mai,Female,27,2023-06-10,Sunscreen,10,2
CUS0046443,Đặng Việt,Male,32,2024-04-04,Sunscreen,7,2
CUS0046444,Hồ Vy,Female,19,2023-12-15,Serum,10,2
CUS0046445,Đỗ Mai,Female,26,2025-11-22,Sunscreen,19,7
CUS0046446,Hồ Thu,Female,24,2025-07-15,Sunscreen,3,7
CUS0046447,Hoàng Thu,Female,22,2022-10-10,Serum,23,7
CUS0046448,Lý An,Female,27,2023-03-23,Toner,7,7
CUS0046449,Đỗ Sơn,Male,31,2023-03-11,Serum,23,3
CUS0046450,Trần Phương,Female,20,2023-01-28,Serum,10,2
CUS0046451,Lê Thảo,Female,20,2024-09-04,Toner,20,7
CUS0046452,Đỗ Hương,Female,31,2025-03-23,Serum,10,7
CUS0046453,Bùi Vy,Female,26,2025-08-01,Serum,22,2
CUS0046454,Lê Trang,Female,32,2025-08-14,Toner,17,4
CUS0046455,Nguyễn An,Female,39,2024-12-15,Cleanser,11,2
CUS0046456,Phạm Minh,Male,28,2025-08-17,Moisturizer,11,7
CUS0046457,Ngô Quân,Male,36,2023-05-05,Cleanser,16,8
CUS0046458,Đỗ Phương,Female,24,2023-09-11,Toner,14,2
CUS0046459,Hoàng Nam,Male,24,2025-11-18,Serum,10,2
CUS0046460,Đặng Linh,Female,25,2024-02-03,Toner,17,4
CUS0046461,Hồ Trang,Female,21,2025-12-03,Serum,20,5
CUS0046462,Bùi Vy,Female,22,2024-12-01,Sunscreen,9,5
CUS0046463,Nguyễn Linh,Female,18,2025-10-20,Cleanser,7,7
CUS0046464,Dương Long,Male,41,2022-05-27,Serum,14,5
